"","CamStation","250m","500m","750m","1000m","1250m","1500m","1750m","2000m","2250m","2500m","2750m","3000m","3250m","3500m","3750m","4000m","4250m","4500m","4750m","5000m"
"39","Algar39",2.54317495194071,1.78487545839133,1.60393167826445,1.95416629664558,1.69108857872675,1.7002352498831,1.74513892005361,1.6673385935916,1.55464805239673,1.46242581704078,1.39924985204999,1.38285081884008,1.33519754202926,1.43527192651053,1.52288744734992,1.56169963751063,1.61002770921938,1.6608973670219,1.70390177236109,1.6795600066399
"40","Algar40",4.22969274166445,2.02676002160882,1.53784026247063,1.7629918125733,1.81635505450883,1.6959501998698,1.51693978563253,1.46178601117128,1.46038106966349,1.40594618764704,1.43067770211035,1.40690223762976,1.33804862475667,1.30494359796617,1.23133494461289,1.23990245016336,1.27102863618083,1.25159634670541,1.22217115010602,1.19476174967172
"41","Algar41",5.47244575943402,2.99514161321188,2.03488314924986,1.81182510775298,1.52474779939757,1.29346540937569,1.21694355186166,1.32217515256193,1.48976137696456,1.5787146543354,1.62193562679406,1.62893193953253,1.62590960833531,1.68886916846362,1.66881974989224,1.62366800003658,1.63512137330973,1.64235778641657,1.65418109804245,1.62946985937688
"42","Algar42",2.53472274636696,1.85573801985978,1.3985898534715,1.75123921196141,1.71865381764524,1.72055756823793,1.56250963664512,1.54509158280188,1.45604448880613,1.37267061084268,1.39362877720709,1.4553103751254,1.58069108972569,1.67384127455953,1.67632126449746,1.62818695521017,1.62029469747161,1.624401904082,1.6081010702295,1.61757985572532
"43","Algar43",4.48791054919038,2.4704556955565,1.86568938289087,1.7274334135104,1.59392351098581,1.70431707365757,1.67589651427593,1.5958867539147,1.44885878265778,1.33193208345602,1.36424864153869,1.29468156159859,1.20732777006111,1.18944060661563,1.24537723242956,1.34386341028221,1.35342561823959,1.31766422812585,1.29041481946235,1.27310409056607
"44","Algar44",2.52226920618582,1.2614181966028,1.01530133375145,0.829504117639098,0.68766876786283,0.919111401650349,1.14390968297786,1.20424784206408,1.15855110908567,1.06258438122918,0.994809402716105,1.01078009295825,0.963209106460844,0.906558348184189,0.848303381746622,0.845095583995959,0.814481826927847,0.820507160248861,0.803395450346978,0.776876259744016
"45","Algar45",3.66808944235035,2.70798384066542,2.14003438624155,1.7881494197141,1.53571252914275,1.38903443628165,1.40051741123097,1.32502419144869,1.2968816133774,1.29870254151066,1.34170789749652,1.39484120923298,1.3298865609355,1.27697132721698,1.23631764523714,1.20104518549714,1.16379833501496,1.12682086411446,1.1492421727025,1.14819521666825
"46","Algar46",4.84316580337937,2.50325138958918,2.10892314278868,2.44055924599614,2.31135378507681,2.05916373983169,2.12818392318164,2.07677627120305,1.87218652241588,1.80476886580412,1.73312983974861,1.62142863687829,1.49116273191188,1.40626645977016,1.31779928136063,1.2490605521566,1.20250753626045,1.19620223323407,1.1891135628925,1.19306056245767
"47","Algar47",2.53923368237112,1.2690085173679,1.60342223784862,1.86863234544923,2.04310454982077,2.15905444933487,1.93905861161523,1.95693396527069,1.98612201729801,1.95810445333274,1.94674563614219,1.86310150008817,1.88737671401058,1.85178178656395,1.86071868032594,1.7880203242336,1.72665624114266,1.69668161314074,1.62921643907142,1.55961313591127
"48","Algar48",6.04449002384851,3.06137192623358,2.01429919094944,1.65713154858877,1.74372600000255,1.82737969533081,1.68844788849013,1.57642490367335,1.61007232644858,1.73211951147205,1.81250604742044,1.89008959657303,1.85832453618454,1.89951111342118,1.82043725537873,1.75612628510873,1.76118117313969,1.78011741076515,1.75703449861498,1.76708851828105
"49","Algar49",2.52197295887486,0.966436720069587,0.569750389094289,0.89351354224151,0.870808524571307,1.10650498525725,1.16283534426887,1.13927999720205,1.35026186770373,1.4441912857586,1.56543692776246,1.55299567124292,1.52211752775545,1.46791320701635,1.43396259141884,1.43594396693764,1.40494976613962,1.37980245799889,1.45115898240821,1.48707643198365
"50","Algar50",6.36088637278646,5.15661287239554,3.63998167829153,2.72293345025119,2.41573199098786,2.38992008683343,2.14275186861887,2.02770650422926,1.88972641489433,1.77106405022465,1.65525129585065,1.72197381882162,1.71453531238143,1.80270894233058,1.76492013607998,1.6905966554815,1.6873704564736,1.64107775917204,1.60595165306102,1.65987930648653
"51","Algar51",7.84819332552093,4.87018071586849,3.48098017397089,2.65455950175662,2.29025465478516,2.01973967201995,1.94031733935213,1.79461464566617,1.7044761735684,1.75131137055488,1.81526548073513,1.82070561797587,1.78555877234687,1.72594037514918,1.68242213199392,1.61190804276509,1.56182873150706,1.51603455819688,1.48590464669702,1.48090423930544
"52","Algar52",2.5378657733885,1.26870528382901,0.845902183896385,1.04563674425628,0.99029350494647,1.09810925777618,1.3228264666412,1.7068205938462,1.8133960421421,1.77618587967084,1.71306859363967,1.63241416696129,1.55513035580328,1.53294298575125,1.56944322458565,1.56232436459102,1.51441246535831,1.46952403113015,1.4667989095436,1.4798219694812
"53","Algar53",2.65441230372378,1.31378461960979,1.37759064863741,1.57482269211049,1.38566445962091,1.19665896159101,1.03849516074389,1.18710975004489,1.24381198940445,1.25289658723414,1.18678463584935,1.1233693707809,1.21559174189333,1.23398725720764,1.21672021786252,1.2253690268313,1.21412463944851,1.24384256805807,1.22250222814442,1.206930015295
"54","Algar54",2.63896039799145,1.72739738012718,1.93993234375898,1.71216441207717,1.45251355060707,1.26174756738547,1.10565552577854,1.04645999260699,1.04339365062775,1.01032112579147,0.915293164431279,0.908856399951691,0.894494332363713,0.854750064942595,0.805937927398425,0.797601848709216,0.752975875614269,0.75494198270261,0.762945817796465,0.790711661851816
"55","Algar55",3.84169542582737,2.3839127699877,1.8176919935826,1.32530598097438,1.05160386143796,0.998945856288536,0.990071500515074,0.894391230150316,0.876681708784687,0.993001081760604,1.07160768909867,1.13384554471276,1.12809987759622,1.18507548050345,1.19903932178785,1.18078968996281,1.15374736185077,1.12776861425003,1.09331007326657,1.10679095440481
"56","Algar56",2.53151315314731,1.26507352025752,1.69445758369155,1.48877641908852,1.31548850560472,1.35598518331732,1.2544486145656,1.21537368354556,1.29296092935775,1.24823668078886,1.35148120295942,1.3159701889891,1.24193032454134,1.15821527521114,1.13281879040251,1.16780567374675,1.16326864157206,1.12701898602943,1.14167594847178,1.15406900680626
"57","Algar57",2.53332758111195,1.26569182340433,0.844180494019731,0.633414763119198,0.637568182064312,0.687415666979359,0.667544833346638,0.681437223672509,0.686470108003716,0.702780527318478,0.687829119870859,0.688478297040721,0.672043446494537,0.729156738790091,0.757888085979832,0.787831273029465,0.780962051173826,0.786431726924669,0.830177689365588,0.854980495091547
"58","Algar58",2.54031526592637,2.03087294699401,1.57983073211364,1.90595633603076,1.6977859651167,1.62414693746542,1.49484239906566,1.31737183875726,1.14513334142798,1.0495638491563,0.991491450227656,0.988108549799612,0.915911159727162,0.867907221408826,0.878247124957944,0.891922103726646,0.918753931088347,0.907735538754367,0.900936217958092,0.919088524177207
"59","Algar59",2.62653759966174,1.33833094171028,1.39882386929031,1.52827850419978,1.40906506964009,1.52131469123201,1.49063141811576,1.49913760142768,1.57091829540087,1.60702632857369,1.60688269350804,1.56466435470054,1.54380515897287,1.55093843575692,1.51772136683367,1.57849790403569,1.56869684580838,1.55617290077454,1.54694407982785,1.5084956783958
"60","Algar60",2.5335993664048,1.26888914717288,1.17991280869546,0.957324909433696,1.40051443383074,1.59839873731228,1.6087950429722,1.57305882733798,1.64822362088348,1.59854461531555,1.62403851792131,1.63464909126828,1.65972517301774,1.69714240518594,1.7041118590384,1.69713500560408,1.6381950846657,1.62111124158726,1.67195704438572,1.67506708761219
